53.75,48.25,0.32424688339233,53.75,48.75,0.016669860109687,7.25,33.25,0.015783881768584,7.25,33.25,0.011737581342459,47.75,31.75,0.76015019416809,7.75,31.75,0.52704083919525,7.25,31.25,0.03462477773428,53.75,48.75,0.029368055984378,55.75,18.25,0.39817145466805,5.75,16.25,0.75433552265167,48.25,3.75,0.77570652961731,14.25,4.25,0.77650690078735,57.75,3.75,0.12283873558044,48.75,2.75,0.017025439068675
55.75,46.25,0.14679639041424,48.25,3.75,0.0081607094034553,7.25,33.25,0.015668846666813,7.25,33.25,0.016581369563937,46.25,33.25,0.71945208311081,7.25,33.25,0.61102473735809,6.75,33.25,0.020897533744574,53.75,48.25,0.021814649924636,52.25,17.75,0.30489373207092,4.25,17.25,0.7335609793663,47.25,4.25,0.83297169208527,15.75,4.75,0.67470890283585,58.25,3.75,0.050546310842037,14.25,4.25,0.21269044280052
56.25,47.75,0.18496322631836,8.25,54.25,0.0067853522486985,8.75,33.25,0.019593609496951,9.25,33.25,0.015948267653584,48.25,33.25,0.69210082292557,8.25,33.75,0.59965890645981,8.75,33.25,0.026688721030951,8.75,33.75,0.018225651234388,57.75,16.25,0.52706611156464,8.25,18.75,0.66492629051208,48.25,4.25,0.83127909898758,16.25,5.75,0.82331305742264,47.75,4.25,0.070392608642578,27.75,3.75,0.040951710194349
52.75,49.75,0.078414089977741,6.25,53.75,0.0095594692975283,9.25,33.25,0.017791803926229,49.25,4.75,0.01848659850657,47.75,32.75,0.68974977731705,8.25,32.75,0.62433040142059,9.25,19.25,0.021073754876852,49.25,33.25,0.010887266136706,54.25,19.75,0.36652490496635,8.25,19.25,0.61947333812714,48.25,4.25,0.8935062289238,17.25,4.75,0.70815986394882,49.25,4.25,0.15288163721561,17.25,4.75,0.050347536802292
56.25,45.75,0.25055778026581,57.75,44.25,0.0061591686680913,49.25,33.25,0.01330079510808,8.75,16.75,0.011610793881118,48.25,32.25,0.75573724508286,13.75,33.75,0.029876135289669,56.75,45.25,0.01019449532032,56.75,45.75,0.018659075722098,56.25,15.75,0.71776247024536,9.25,17.75,0.73658746480942,49.25,3.75,0.74424290657043,19.75,4.25,0.76404649019241,48.75,2.75,0.055911678820848,48.75,2.75,0.026887685060501
56.25,45.75,0.6243696808815,56.25,45.75,0.0122673464939,8.75,33.75,0.018557906150818,56.25,45.75,0.029517063871026,47.75,32.25,0.64608937501907,8.25,33.75,0.4437313079834,8.25,33.25,0.028071835637093,9.25,33.75,0.027299821376801,57.75,15.75,0.62942230701447,8.75,17.75,0.73314714431763,49.75,4.25,0.85000598430634,20.75,4.75,0.74223148822784,49.75,4.25,0.097247995436192,48.75,4.25,0.025621870532632
55.75,44.25,0.56317663192749,55.75,44.75,0.011845139786601,57.25,45.25,0.015651717782021,48.75,4.75,0.011214483529329,48.25,31.75,0.6573902964592,13.75,33.75,0.029804682359099,55.25,44.75,0.020417900756001,55.75,44.75,0.032405238598585,56.25,15.75,0.8151707649231,11.75,17.25,0.73338663578033,50.25,4.25,0.8270468711853,20.25,4.75,0.70497125387192,51.75,4.25,0.13304758071899,30.75,3.75,0.025048946961761
54.75,45.75,0.62901556491852,11.25,33.75,0.0085125118494034,62.25,39.75,0.54525625705719,54.75,45.75,0.020667012780905,46.25,33.75,0.72941797971725,10.25,33.75,0.064798183739185,10.25,33.75,0.049403559416533,54.75,45.25,0.028658090159297,55.75,16.25,0.75816160440445,13.75,17.75,0.4685053229332,50.25,5.25,0.80415612459183,21.75,6.25,0.77932220697403,51.75,4.25,0.20596259832382,33.75,3.25,0.029617080464959
53.75,45.75,0.68157386779785,47.25,6.25,0.0042407480068505,62.25,38.25,0.55645656585693,53.75,45.25,0.04924413189292,45.25,33.75,0.67270922660828,8.25,33.75,0.10454206168652,8.25,33.75,0.023221552371979,62.25,38.75,0.023863658308983,54.75,20.25,0.43049457669258,6.25,19.75,0.64547121524811,49.75,5.25,0.83720350265503,12.75,5.75,0.54252678155899,51.25,4.25,0.16629865765572,25.75,4.25,0.050937760621309
53.25,47.25,0.68020212650299,61.75,39.75,0.011330646462739,61.75,39.75,0.62958687543869,53.25,47.25,0.11587785184383,44.25,34.75,0.6919492483139,6.25,33.75,0.52992755174637,6.75,33.75,0.023978121578693,61.75,39.75,0.020236380398273,53.25,19.75,0.41419512033463,13.25,19.25,0.67529600858688,49.75,6.25,0.83338934183121,22.25,7.75,0.80639755725861,58.25,6.25,0.16139233112335,49.25,6.25,0.048345979303122
