58.25,52.25,0.16372436285019,48.75,4.75,0.011141205206513,9.25,4.25,0.024010119959712,5.25,38.25,0.030176561325788,30.25,36.25,0.33245769143105,30.25,36.75,0.023037001490593,4.75,38.25,0.42499202489853,4.75,38.25,0.0094464970752597,5.25,38.25,0.025112815201283,48.75,4.75,0.019924564287066,48.25,5.25,0.14053559303284,8.25,4.25,0.15688046813011,8.75,4.25,0.58386915922165,48.25,5.25,0.22942437231541
56.25,51.75,0.19599518179893,48.25,3.75,0.0044532753527164,49.25,4.75,0.0057146279141307,55.75,51.75,0.015929669141769,28.75,36.25,0.2615142762661,29.25,37.25,0.014673394151032,48.25,35.75,0.015422971919179,48.25,35.75,0.015279985964298,47.25,4.25,0.022891720756888,8.25,28.25,0.028515961021185,47.75,4.25,0.48784664273262,5.75,4.25,0.67162054777145,49.25,4.75,0.028191471472383,49.25,4.25,0.029475245624781
58.75,52.75,0.13953092694283,48.25,3.75,0.0067455410026014,7.75,4.25,0.011426891200244,58.75,52.25,0.01498560141772,30.25,35.75,0.24655151367188,5.75,38.25,0.0088180433958769,4.25,38.25,0.031832475215197,53.75,34.25,0.0112045397982,4.25,39.75,0.0033177882432938,48.75,5.25,0.014671065844595,48.25,4.25,0.10374046117067,7.75,4.25,0.050622336566448,7.75,4.25,0.69569039344788,48.25,4.25,0.23139582574368
58.75,51.75,0.28090608119965,4.75,38.75,0.0094726579263806,5.25,38.75,0.014703431166708,58.25,51.75,0.076843269169331,30.25,36.25,0.13876987993717,48.75,4.75,0.012507965788245,5.25,38.25,0.48005318641663,54.25,34.25,0.03363349661231,55.75,23.75,0.016850896179676,49.25,4.75,0.033146061003208,50.25,4.25,0.066712647676468,53.25,5.25,0.070394344627857,8.25,4.25,0.78184479475021,49.75,4.25,0.44422319531441
56.75,52.25,0.25379610061646,47.25,4.75,0.010683688335121,56.75,53.25,0.015115211717784,56.25,52.25,0.095799744129181,30.25,37.75,0.11546611785889,49.25,4.75,0.01282010320574,47.75,4.75,0.014164226129651,48.25,37.25,0.097212888300419,56.75,53.25,0.013486198149621,47.75,4.75,0.032808490097523,49.25,4.75,0.072045460343361,49.75,4.75,0.048468124121428,6.75,4.25,0.73970490694046,47.75,4.25,0.50173282623291
58.75,51.75,0.33499333262444,5.25,38.75,0.012767756357789,5.25,38.75,0.017184467986226,5.25,38.75,0.032953359186649,30.75,37.75,0.25492486357689,31.25,37.75,0.012034830637276,5.25,38.75,0.57097953557968,58.75,51.25,0.01324004214257,5.25,38.75,0.027215043082833,5.25,39.25,0.015038633719087,49.75,4.75,0.085186816751957,51.75,5.75,0.10077189654112,7.75,4.25,0.67605537176132,49.75,4.25,0.17360213398933
56.25,53.25,0.31525161862373,56.75,53.25,0.012431957758963,6.75,4.75,0.019344313070178,4.75,39.25,0.02692361921072,30.25,37.75,0.48044100403786,28.75,37.75,0.034891180694103,4.75,39.25,0.21901817619801,56.75,53.25,0.022305361926556,4.75,39.25,0.03555865958333,6.75,4.75,0.029253466054797,47.75,4.75,0.45407330989838,6.25,4.75,0.50672364234924,6.25,5.25,0.18682968616486,49.25,4.25,0.051803193986416
56.25,53.75,0.24652153253555,48.25,3.75,0.010116257704794,5.75,4.75,0.012176209129393,5.75,4.25,0.019160848110914,29.75,37.25,0.30646702647209,5.25,38.75,0.027773030102253,4.25,39.75,0.045975815504789,4.25,39.25,0.013160821050406,47.75,4.25,0.042581140995026,4.75,5.25,0.022060638293624,47.75,4.25,0.45195841789246,5.75,4.25,0.45750796794891,5.75,4.25,0.22320877015591,48.25,4.25,0.10952603816986
6.25,5.25,0.021335165947676,4.75,5.25,0.0075692944228649,6.25,4.75,0.021444356068969,6.25,5.25,0.021508730947971,30.25,37.75,0.35339108109474,5.25,39.25,0.030242938548326,4.25,39.75,0.056577350944281,4.25,39.75,0.014840452000499,30.75,37.25,0.022848539054394,7.25,4.75,0.032090276479721,47.75,5.25,0.43001842498779,5.75,5.25,0.58539694547653,6.25,5.25,0.18553131818771,49.25,4.75,0.024910761043429
55.25,52.75,0.028492338955402,49.75,2.25,0.0029021045193076,30.75,35.25,0.006177457049489,55.25,52.75,0.0059701870195568,30.25,35.75,0.39261183142662,5.75,36.25,0.026012808084488,5.25,36.25,0.040681548416615,4.75,36.25,0.01226872485131,28.75,34.75,0.010172880254686,53.75,4.25,0.015816930681467,49.75,3.75,0.16497804224491,7.75,3.75,0.15084297955036,9.75,4.25,0.084947176277637,50.75,3.75,0.039399955421686
59.75,50.25,0.042679134756327,17.75,21.75,0.0034297762904316,8.25,3.75,0.011558854952455,55.75,37.75,0.024052642285824,30.25,35.75,0.28374063968658,29.75,35.75,0.0058946581557393,4.75,38.25,0.10465656965971,8.25,3.75,0.0066655343398452,56.25,47.75,0.0041568265296519,7.75,3.75,0.0083671826869249,49.25,4.25,0.032250378280878,8.75,3.75,0.019779913127422,8.25,3.75,0.70862412452698,49.25,4.25,0.19574230909348
59.75,48.75,0.2086117118597,59.75,49.25,0.0059033995494246,9.25,4.75,0.012018399313092,8.25,4.25,0.017691411077976,31.75,35.75,0.42023906111717,5.75,38.25,0.015698017552495,5.75,38.25,0.023327065631747,59.75,49.25,0.01347843836993,55.75,23.25,0.069790109992027,6.75,2.75,0.012824279256165,49.25,4.25,0.42319610714912,8.25,4.25,0.69085991382599,8.25,4.25,0.15734538435936,17.75,3.25,0.01689076051116
55.75,41.75,0.043963000178337,4.75,41.25,0.010842286981642,9.25,5.25,0.015845799818635,55.75,41.75,0.027938177809119,31.75,38.25,0.23861329257488,31.75,38.75,0.021156018599868,5.25,40.75,0.4521361887455,4.25,17.75,0.008160088211298,5.25,40.75,0.019250214099884,5.25,41.25,0.018291745334864,46.25,7.75,0.15112347900867,8.75,5.25,0.030041599646211,8.75,5.75,0.63332486152649,47.75,7.75,0.18938791751862
55.25,41.75,0.088454373180866,48.75,4.75,0.0079907942563295,7.75,4.75,0.023922398686409,54.25,40.75,0.030067833140492,30.25,38.25,0.31415712833405,5.75,39.25,0.016122521832585,7.25,4.75,0.0063814744353294,51.75,13.75,0.016228290274739,33.25,38.75,0.0068955514580011,7.75,4.75,0.014788676984608,48.25,5.75,0.21854707598686,7.75,4.25,0.13347889482975,7.75,4.25,0.48768690228462,48.75,5.75,0.12821553647518
56.25,50.25,0.011514890007675,7.25,4.25,0.0061473594978452,29.25,36.25,0.0093501377850771,6.75,4.25,0.013890644535422,29.25,36.25,0.35796475410461,28.75,36.25,0.034727033227682,51.75,13.75,0.011207655072212,51.25,13.75,0.15618009865284,57.75,21.75,0.059685908257961,48.75,5.25,0.011320109479129,48.75,4.25,0.42952424287796,7.25,4.25,0.70053172111511,48.75,4.75,0.013967857696116,17.75,2.75,0.014954192563891
56.25,53.75,0.033449482172728,9.25,4.75,0.0045612077228725,30.75,37.25,0.012506823986769,8.25,4.25,0.021861964836717,30.75,37.75,0.36005946993828,5.25,38.75,0.024407438933849,4.25,39.75,0.053911656141281,4.25,39.25,0.01441680919379,58.25,20.25,0.03462827578187,5.75,3.75,0.015038460493088,50.25,4.25,0.19569963216782,8.25,4.25,0.59796023368835,8.25,4.25,0.19895984232426,28.25,37.75,0.018102768808603
